SOC,Skill,Importance
51-2011.00,Science,1.75
51-2011.00,Critical Thinking,3.12
51-2011.00,Active Learning,2.88
51-2011.00,Learning Strategies,2.62
51-2011.00,Monitoring,3.12
51-2011.00,Social Perceptiveness,2.75
51-2011.00,Coordination,2.88
51-2011.00,Persuasion,2.25
51-2011.00,Negotiation,2.25
51-2011.00,Instructing,2.88
51-2011.00,Service Orientation,2.38
51-2011.00,Complex Problem Solving,3.0
51-2011.00,Operations Analysis,1.88
51-2011.00,Technology Design,2.0
51-2011.00,Equipment Selection,2.88
51-2011.00,Installation,2.88
51-2011.00,Programming,1.5
51-2011.00,Operations Monitoring,2.88
51-2011.00,Operation and Control,2.88
51-2011.00,Equipment Maintenance,3.0
51-2011.00,Troubleshooting,2.88
51-2011.00,Repairing,2.88
51-2011.00,Quality Control Analysis,3.38
51-2011.00,Judgment and Decision Making,3.0
51-2011.00,Systems Analysis,2.88
51-2011.00,Systems Evaluation,2.88
51-2011.00,Time Management,3.0
51-2011.00,Management of Financial Resources,2.0
51-2011.00,Management of Material Resources,2.12
51-2011.00,Management of Personnel Resources,2.25
51-2021.00,Reading Comprehension,2.88
51-2021.00,Active Listening,3.0
51-2021.00,Writing,2.12
51-2021.00,Speaking,2.88
51-2021.00,Mathematics,1.75
51-2021.00,Science,1.0
51-2021.00,Critical Thinking,2.88
51-2021.00,Active Learning,2.25
51-2021.00,Learning Strategies,2.0
51-2021.00,Monitoring,3.12
51-2021.00,Social Perceptiveness,2.62
51-2021.00,Coordination,2.88
51-2021.00,Persuasion,1.88
51-2021.00,Negotiation,1.75
51-2021.00,Instructing,2.0
51-2021.00,Service Orientation,1.88
51-2021.00,Complex Problem Solving,2.38
51-2021.00,Operations Analysis,1.5
51-2021.00,Technology Design,1.75
51-2021.00,Equipment Selection,1.62
51-2021.00,Installation,1.12
51-2021.00,Programming,1.0
51-2021.00,Operations Monitoring,3.12
51-2021.00,Operation and Control,3.0
51-2021.00,Equipment Maintenance,1.62
51-2021.00,Troubleshooting,2.0
51-2021.00,Repairing,1.38
51-2021.00,Quality Control Analysis,2.12
51-2021.00,Judgment and Decision Making,2.75
51-2021.00,Systems Analysis,2.0
51-2021.00,Systems Evaluation,1.88
51-2021.00,Time Management,2.38
51-2021.00,Management of Financial Resources,1.5
51-2021.00,Management of Material Resources,1.5
51-2021.00,Management of Personnel Resources,1.88
51-2022.00,Reading Comprehension,3.25
51-2022.00,Active Listening,3.0
51-2022.00,Writing,2.88
51-2022.00,Speaking,2.88
51-2022.00,Mathematics,2.12
51-2022.00,Science,1.88
51-2022.00,Critical Thinking,3.0
51-2022.00,Active Learning,2.62
51-2022.00,Learning Strategies,2.12
51-2022.00,Monitoring,3.12
51-2022.00,Social Perceptiveness,2.62
51-2022.00,Coordination,3.0
51-2022.00,Persuasion,2.12
51-2022.00,Negotiation,2.12
51-2022.00,Instructing,2.5
51-2022.00,Service Orientation,2.25
51-2022.00,Complex Problem Solving,2.62
51-2022.00,Operations Analysis,1.62
51-2022.00,Technology Design,1.75
51-2022.00,Equipment Selection,2.25
51-2022.00,Installation,2.12
51-2022.00,Programming,1.25
51-2022.00,Operations Monitoring,3.12
51-2022.00,Operation and Control,2.88
51-2022.00,Equipment Maintenance,2.25
51-2022.00,Troubleshooting,2.5
51-2022.00,Repairing,2.25
51-2022.00,Quality Control Analysis,2.88
51-2022.00,Judgment and Decision Making,3.12
51-2022.00,Systems Analysis,2.38
51-2022.00,Systems Evaluation,2.25
51-2022.00,Time Management,2.88
51-2022.00,Management of Financial Resources,1.5
51-2022.00,Management of Material Resources,1.75
51-2022.00,Management of Personnel Resources,2.25
51-2023.00,Reading Comprehension,3.0
51-2023.00,Active Listening,2.88
51-2023.00,Writing,2.5
51-2023.00,Speaking,3.0
51-2023.00,Mathematics,2.0
51-2023.00,Science,2.0
51-2023.00,Critical Thinking,3.0
51-2023.00,Active Learning,2.38
51-2023.00,Learning Strategies,1.88
51-2023.00,Monitoring,2.88
51-2023.00,Social Perceptiveness,2.5
51-2023.00,Coordination,2.38
51-2023.00,Persuasion,1.88
51-2023.00,Negotiation,1.88
51-2023.00,Instructing,1.88
51-2023.00,Service Orientation,2.0
51-2023.00,Complex Problem Solving,2.5
51-2023.00,Operations Analysis,1.75
51-2023.00,Technology Design,1.88
51-2023.00,Equipment Selection,2.38
51-2023.00,Installation,1.62
51-2023.00,Programming,1.5
51-2023.00,Operations Monitoring,3.25
51-2023.00,Operation and Control,2.62
51-2023.00,Equipment Maintenance,2.75
51-2023.00,Troubleshooting,3.0
51-2023.00,Repairing,2.75
51-2023.00,Quality Control Analysis,3.25
51-2023.00,Judgment and Decision Making,2.88
51-2023.00,Systems Analysis,2.12
51-2023.00,Systems Evaluation,2.12
51-2023.00,Time Management,2.88
51-2023.00,Management of Financial Resources,1.62
51-2023.00,Management of Material Resources,1.75
51-2023.00,Management of Personnel Resources,1.88
51-2031.00,Reading Comprehension,3.12
51-2031.00,Active Listening,3.0
51-2031.00,Writing,2.25
51-2031.00,Speaking,3.0
51-2031.00,Mathematics,2.0
51-2031.00,Science,1.88
51-2031.00,Critical Thinking,3.0
51-2031.00,Active Learning,2.38
51-2031.00,Learning Strategies,2.0
51-2031.00,Monitoring,3.0
51-2031.00,Social Perceptiveness,2.88
51-2031.00,Coordination,2.75
51-2031.00,Persuasion,2.25
51-2031.00,Negotiation,2.12
51-2031.00,Instructing,2.12
51-2031.00,Service Orientation,2.25
51-2031.00,Complex Problem Solving,2.88
51-2031.00,Operations Analysis,1.75
51-2031.00,Technology Design,1.88
51-2031.00,Equipment Selection,2.5
51-2031.00,Installation,2.0
51-2031.00,Programming,1.75
51-2031.00,Operations Monitoring,3.38
51-2031.00,Operation and Control,2.88
51-2031.00,Equipment Maintenance,2.88
51-2031.00,Troubleshooting,2.88
51-2031.00,Repairing,2.88
51-2031.00,Quality Control Analysis,3.12
51-2031.00,Judgment and Decision Making,2.62
51-2031.00,Systems Analysis,2.38
51-2031.00,Systems Evaluation,2.12
51-2031.00,Time Management,2.88
51-2031.00,Management of Financial Resources,1.62
51-2031.00,Management of Material Resources,2.0
51-2031.00,Management of Personnel Resources,2.12
51-2041.00,Reading Comprehension,3.0
51-2041.00,Active Listening,3.0
51-2041.00,Writing,2.25
51-2041.00,Speaking,3.0
51-2041.00,Mathematics,2.12
51-2041.00,Science,1.75
51-2041.00,Critical Thinking,3.0
51-2041.00,Active Learning,2.25
51-2041.00,Learning Strategies,1.75
51-2041.00,Monitoring,2.88
51-2041.00,Social Perceptiveness,2.62
51-2041.00,Coordination,2.38
51-2041.00,Persuasion,2.12
51-2041.00,Negotiation,2.0
51-2041.00,Instructing,2.25
51-2041.00,Service Orientation,2.12
51-2041.00,Complex Problem Solving,2.12
51-2041.00,Operations Analysis,1.88
51-2041.00,Technology Design,1.62
51-2041.00,Equipment Selection,2.12
51-2041.00,Installation,1.12
51-2041.00,Programming,1.0
51-2041.00,Operations Monitoring,2.88
51-2041.00,Operation and Control,2.38
51-2041.00,Equipment Maintenance,2.0
51-2041.00,Troubleshooting,2.12
51-2041.00,Repairing,1.88
51-2041.00,Quality Control Analysis,2.25
51-2041.00,Judgment and Decision Making,2.38
51-2041.00,Systems Analysis,1.62
51-2041.00,Systems Evaluation,1.62
51-2041.00,Time Management,2.62
51-2041.00,Management of Financial Resources,1.38
51-2041.00,Management of Material Resources,1.38
51-2041.00,Management of Personnel Resources,2.12
51-2051.00,Reading Comprehension,3.0
51-2051.00,Active Listening,3.0
51-2051.00,Writing,2.88
51-2051.00,Speaking,3.0
51-2051.00,Mathematics,2.38
51-2051.00,Science,1.75
51-2051.00,Critical Thinking,2.88
51-2051.00,Active Learning,2.88
51-2051.00,Learning Strategies,2.62
51-2051.00,Monitoring,3.12
51-2051.00,Social Perceptiveness,2.75
51-2051.00,Coordination,2.88
51-2051.00,Persuasion,2.38
51-2051.00,Negotiation,2.38
51-2051.00,Instructing,2.88
51-2051.00,Service Orientation,2.38
51-2051.00,Complex Problem Solving,3.0
51-2051.00,Operations Analysis,1.12
51-2051.00,Technology Design,1.88
51-2051.00,Equipment Selection,2.12
51-2051.00,Installation,1.0
51-2051.00,Programming,1.0
51-2051.00,Operations Monitoring,3.12
51-2051.00,Operation and Control,2.88
51-2051.00,Equipment Maintenance,1.88
51-2051.00,Troubleshooting,2.38
51-2051.00,Repairing,1.62
51-2051.00,Quality Control Analysis,2.88
51-2051.00,Judgment and Decision Making,2.88
51-2051.00,Systems Analysis,2.25
51-2051.00,Systems Evaluation,2.12
51-2051.00,Time Management,2.88
51-2051.00,Management of Financial Resources,1.88
51-2051.00,Management of Material Resources,2.0
51-2051.00,Management of Personnel Resources,2.38
51-2061.00,Reading Comprehension,2.75
51-2061.00,Active Listening,2.88
51-2061.00,Writing,2.5
51-2061.00,Speaking,2.75
51-2061.00,Mathematics,2.0
51-2061.00,Science,2.0
51-2061.00,Critical Thinking,2.88
51-2061.00,Active Learning,2.12
51-2061.00,Learning Strategies,2.12
51-2061.00,Monitoring,2.88
51-2061.00,Social Perceptiveness,2.75
51-2061.00,Coordination,2.25
51-2061.00,Persuasion,2.0
51-2061.00,Negotiation,1.62
51-2061.00,Instructing,2.12
51-2061.00,Service Orientation,2.62
51-2061.00,Complex Problem Solving,2.75
51-2061.00,Operations Analysis,1.62
51-2061.00,Technology Design,1.62
51-2061.00,Equipment Selection,2.62
51-2061.00,Installation,1.62
51-2061.00,Programming,1.38
51-2061.00,Operations Monitoring,3.0
51-2061.00,Operation and Control,2.75
51-2061.00,Equipment Maintenance,2.75
51-2061.00,Troubleshooting,3.25
51-2061.00,Repairing,3.38
51-2061.00,Quality Control Analysis,3.25
51-2061.00,Judgment and Decision Making,2.75
51-2061.00,Systems Analysis,2.12
51-2061.00,Systems Evaluation,2.0
51-2061.00,Time Management,2.75
51-2061.00,Management of Financial Resources,1.5
51-2061.00,Management of Material Resources,1.5
51-2061.00,Management of Personnel Resources,2.0
51-2092.00,Reading Comprehension,3.0
51-2092.00,Active Listening,3.12
51-2092.00,Writing,2.75
51-2092.00,Speaking,3.0
51-2092.00,Mathematics,2.0
51-2092.00,Science,1.0
51-2092.00,Critical Thinking,3.0
51-2092.00,Active Learning,2.25
51-2092.00,Learning Strategies,2.38
51-2092.00,Monitoring,3.12
51-2092.00,Social Perceptiveness,3.0
51-2092.00,Coordination,3.0
51-2092.00,Persuasion,2.38
51-2092.00,Negotiation,2.25
51-2092.00,Instructing,3.0
51-2092.00,Service Orientation,2.25
51-2092.00,Complex Problem Solving,2.88
51-2092.00,Operations Analysis,1.38
51-2092.00,Technology Design,1.5
51-2092.00,Equipment Selection,2.0
51-2092.00,Installation,1.0
51-2092.00,Programming,1.62
51-2092.00,Operations Monitoring,3.0
51-2092.00,Operation and Control,2.75
51-2092.00,Equipment Maintenance,2.25
51-2092.00,Troubleshooting,2.12
51-2092.00,Repairing,2.0
51-2092.00,Quality Control Analysis,3.12
51-2092.00,Judgment and Decision Making,2.75
51-2092.00,Systems Analysis,2.25
51-2092.00,Systems Evaluation,2.12
51-2092.00,Time Management,3.0
51-2092.00,Management of Financial Resources,1.88
51-2092.00,Management of Material Resources,2.0
51-2092.00,Management of Personnel Resources,2.75
51-3011.00,Reading Comprehension,2.88
51-3011.00,Active Listening,3.0
51-3011.00,Writing,2.25
51-3011.00,Speaking,3.0
51-3011.00,Mathematics,2.25
51-3011.00,Science,1.75
51-3011.00,Critical Thinking,3.0
51-3011.00,Active Learning,3.0
51-3011.00,Learning Strategies,2.25
51-3011.00,Monitoring,3.25
51-3011.00,Social Perceptiveness,2.75
51-3011.00,Coordination,3.0
51-3011.00,Persuasion,2.0
51-3011.00,Negotiation,2.12
51-3011.00,Instructing,2.0
51-3011.00,Service Orientation,2.5
51-3011.00,Complex Problem Solving,2.25
51-3011.00,Operations Analysis,2.0
51-3011.00,Technology Design,1.75
51-3011.00,Equipment Selection,1.5
51-3011.00,Installation,1.0
51-3011.00,Programming,1.0
51-3011.00,Operations Monitoring,2.88
51-3011.00,Operation and Control,2.25
51-3011.00,Equipment Maintenance,1.5
51-3011.00,Troubleshooting,2.12
51-3011.00,Repairing,1.12
51-3011.00,Quality Control Analysis,2.88
51-3011.00,Judgment and Decision Making,3.0
51-3011.00,Systems Analysis,2.0
51-3011.00,Systems Evaluation,2.0
51-3011.00,Time Management,3.0
51-3011.00,Management of Financial Resources,1.75
51-3011.00,Management of Material Resources,2.0
51-3011.00,Management of Personnel Resources,2.0
51-3021.00,Reading Comprehension,3.0
51-3021.00,Active Listening,3.12
51-3021.00,Writing,2.25
51-3021.00,Speaking,3.0
51-3021.00,Mathematics,2.38
51-3021.00,Science,1.25
51-3021.00,Critical Thinking,3.0
51-3021.00,Active Learning,2.5
51-3021.00,Learning Strategies,2.25
51-3021.00,Monitoring,3.0
51-3021.00,Social Perceptiveness,3.0
51-3021.00,Coordination,2.88
51-3021.00,Persuasion,2.75
51-3021.00,Negotiation,2.75
51-3021.00,Instructing,2.62
51-3021.00,Service Orientation,3.0
51-3021.00,Complex Problem Solving,2.88
51-3021.00,Operations Analysis,1.75
51-3021.00,Technology Design,1.38
51-3021.00,Equipment Selection,1.5
51-3021.00,Installation,1.0
51-3021.00,Programming,1.12
51-3021.00,Operations Monitoring,2.5
51-3021.00,Operation and Control,2.38
51-3021.00,Equipment Maintenance,1.62
51-3021.00,Troubleshooting,2.0
51-3021.00,Repairing,1.62
51-3021.00,Quality Control Analysis,2.62
51-3021.00,Judgment and Decision Making,2.88
51-3021.00,Systems Analysis,2.38
51-3021.00,Systems Evaluation,2.38
51-3021.00,Time Management,3.0
51-3021.00,Management of Financial Resources,2.12
51-3021.00,Management of Material Resources,2.25
51-3021.00,Management of Personnel Resources,2.62
51-3022.00,Reading Comprehension,2.38
51-3022.00,Active Listening,3.12
51-3022.00,Writing,2.12
51-3022.00,Speaking,3.0
51-3022.00,Mathematics,2.25
51-3022.00,Science,1.0
51-3022.00,Critical Thinking,3.0
51-3022.00,Active Learning,2.38
51-3022.00,Learning Strategies,2.25
51-3022.00,Monitoring,3.0
51-3022.00,Social Perceptiveness,2.88
51-3022.00,Coordination,2.88
51-3022.00,Persuasion,2.25
51-3022.00,Negotiation,2.25
51-3022.00,Instructing,2.62
51-3022.00,Service Orientation,2.75
51-3022.00,Complex Problem Solving,2.38
51-3022.00,Operations Analysis,1.12
51-3022.00,Technology Design,1.25
51-3022.00,Equipment Selection,2.0
51-3022.00,Installation,1.0
51-3022.00,Programming,1.0
51-3022.00,Operations Monitoring,2.5
51-3022.00,Operation and Control,2.25
51-3022.00,Equipment Maintenance,1.75
51-3022.00,Troubleshooting,2.25
51-3022.00,Repairing,1.75
51-3022.00,Quality Control Analysis,2.12
51-3022.00,Judgment and Decision Making,3.0
51-3022.00,Systems Analysis,1.62
51-3022.00,Systems Evaluation,1.62
51-3022.00,Time Management,2.88
51-3022.00,Management of Financial Resources,1.75
51-3022.00,Management of Material Resources,1.88
51-3022.00,Management of Personnel Resources,2.62
51-3023.00,Reading Comprehension,1.88
51-3023.00,Active Listening,2.62
51-3023.00,Writing,1.75
51-3023.00,Speaking,2.75
51-3023.00,Mathematics,1.75
51-3023.00,Science,1.0
51-3023.00,Critical Thinking,2.38
51-3023.00,Active Learning,2.0
51-3023.00,Learning Strategies,2.0
51-3023.00,Monitoring,2.25
51-3023.00,Social Perceptiveness,2.38
51-3023.00,Coordination,2.0
51-3023.00,Persuasion,1.88
51-3023.00,Negotiation,1.75
51-3023.00,Instructing,1.88
51-3023.00,Service Orientation,2.0
51-3023.00,Complex Problem Solving,1.88
51-3023.00,Operations Analysis,1.12
51-3023.00,Technology Design,1.0
51-3023.00,Equipment Selection,1.38
51-3023.00,Installation,1.0
51-3023.00,Programming,1.0
51-3023.00,Operations Monitoring,2.25
51-3023.00,Operation and Control,2.12
51-3023.00,Equipment Maintenance,1.38
51-3023.00,Troubleshooting,2.12
51-3023.00,Repairing,1.38
51-3023.00,Quality Control Analysis,2.12
51-3023.00,Judgment and Decision Making,2.0
51-3023.00,Systems Analysis,1.88
51-3023.00,Systems Evaluation,1.88
51-3023.00,Time Management,2.0
51-3023.00,Management of Financial Resources,1.5
51-3023.00,Management of Material Resources,1.62
51-3023.00,Management of Personnel Resources,1.88
51-3091.00,Reading Comprehension,3.12
51-3091.00,Active Listening,3.12
51-3091.00,Writing,2.88
51-3091.00,Speaking,3.0
51-3091.00,Mathematics,1.5
51-3091.00,Science,1.75
51-3091.00,Critical Thinking,3.12
51-3091.00,Active Learning,2.5
51-3091.00,Learning Strategies,2.5
51-3091.00,Monitoring,3.5
51-3091.00,Social Perceptiveness,3.0
51-3091.00,Coordination,3.0
51-3091.00,Persuasion,2.5
51-3091.00,Negotiation,2.25
51-3091.00,Instructing,2.62
51-3091.00,Service Orientation,2.62
51-3091.00,Complex Problem Solving,3.0
51-3091.00,Operations Analysis,1.88
51-3091.00,Technology Design,1.5
51-3091.00,Equipment Selection,2.12
51-3091.00,Installation,1.62
51-3091.00,Programming,1.25
51-3091.00,Operations Monitoring,3.62
51-3091.00,Operation and Control,3.12
51-3091.00,Equipment Maintenance,2.12
51-3091.00,Troubleshooting,2.25
51-3091.00,Repairing,2.12
51-3091.00,Quality Control Analysis,3.12
51-3091.00,Judgment and Decision Making,3.0
51-3091.00,Systems Analysis,2.25
51-3091.00,Systems Evaluation,2.0
51-3091.00,Time Management,2.88
51-3091.00,Management of Financial Resources,1.25
51-3091.00,Management of Material Resources,1.38
51-3091.00,Management of Personnel Resources,2.12
51-3092.00,Reading Comprehension,3.12
51-3092.00,Active Listening,3.0
51-3092.00,Writing,2.88
51-3092.00,Speaking,3.0
51-3092.00,Mathematics,2.75
51-3092.00,Science,2.0
51-3092.00,Critical Thinking,3.12
51-3092.00,Active Learning,2.75
51-3092.00,Learning Strategies,2.12
51-3092.00,Monitoring,2.88
51-3092.00,Social Perceptiveness,2.75
51-3092.00,Coordination,3.0
51-3092.00,Persuasion,2.0
51-3092.00,Negotiation,2.0
51-3092.00,Instructing,2.12
51-3092.00,Service Orientation,2.12
51-3092.00,Complex Problem Solving,2.88
51-3092.00,Operations Analysis,1.88
51-3092.00,Technology Design,1.5
51-3092.00,Equipment Selection,1.62
51-3092.00,Installation,1.0
51-3092.00,Programming,1.12
51-3092.00,Operations Monitoring,3.25
51-3092.00,Operation and Control,3.0
51-3092.00,Equipment Maintenance,1.62
51-3092.00,Troubleshooting,2.12
51-3092.00,Repairing,1.5
51-3092.00,Quality Control Analysis,2.75
51-3092.00,Judgment and Decision Making,2.88
51-3092.00,Systems Analysis,2.0
51-3092.00,Systems Evaluation,2.0
51-3092.00,Time Management,2.75
51-3092.00,Management of Financial Resources,1.25
51-3092.00,Management of Material Resources,1.5
51-3092.00,Management of Personnel Resources,2.12
51-3093.00,Reading Comprehension,3.12
51-3093.00,Active Listening,3.0
51-3093.00,Writing,2.75
51-3093.00,Speaking,2.62
51-3093.00,Mathematics,2.0
51-3093.00,Science,1.88
51-3093.00,Critical Thinking,3.0
51-3093.00,Active Learning,2.62
51-3093.00,Learning Strategies,2.12
51-3093.00,Monitoring,3.12
51-3093.00,Social Perceptiveness,2.62
51-3093.00,Coordination,2.88
51-3093.00,Persuasion,2.0
51-3093.00,Negotiation,1.88
51-3093.00,Instructing,2.0
51-3093.00,Service Orientation,2.0
51-3093.00,Complex Problem Solving,2.88
51-3093.00,Operations Analysis,1.62
51-3093.00,Technology Design,1.38
51-3093.00,Equipment Selection,1.5
51-3093.00,Installation,1.0
51-3093.00,Programming,1.25
51-3093.00,Operations Monitoring,3.5
51-3093.00,Operation and Control,3.12
51-3093.00,Equipment Maintenance,1.62
51-3093.00,Troubleshooting,1.88
51-3093.00,Repairing,1.38
51-3093.00,Quality Control Analysis,2.75
51-3093.00,Judgment and Decision Making,2.75
51-3093.00,Systems Analysis,2.0
51-3093.00,Systems Evaluation,2.12
51-3093.00,Time Management,2.62
51-3093.00,Management of Financial Resources,1.62
51-3093.00,Management of Material Resources,1.88
51-3093.00,Management of Personnel Resources,2.0
51-4021.00,Reading Comprehension,2.88
51-4021.00,Active Listening,2.88
51-4021.00,Writing,2.62
51-4021.00,Speaking,3.0
